customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count,tenure_days,churn_risk,complaints_total,escalated_any,avg_csat,score_decile
7175-ZDKYN,2020-05-20,Paid,2027-05-20,Basic,Annual,,,7.99,851,28,0,dinesh,India,Maharashtra,Male,1966-09-26,,0,,,2302.0,low,0,0,,2
7179-ZNKLR,2019-08-31,Refferal,2022-08-31,Standard,Monthly,2021-12-09,Poor service quality,13.99,403,70,1,tanvi,India,Tamil Nadu,Male,1973-05-12,2021-01-04,1,10.0,1.0,831.0,high,1,1,10.0,9
7198-GIGHE,2024-05-11,Organic,2027-05-11,Premium,Annual,,,22.99,1459,17,0,anjali,India,Bihar,Male,1980-06-08,,0,,,850.0,low,0,0,,1
7211-CMRSK,2024-10-31,Refferal,2026-10-31,Basic,Annual,,,7.99,371,28,0,aarti,India,Gujarat,Female,1967-11-09,,0,,,677.0,low,0,0,,2
7218-PBCNQ,2020-09-27,Refferal,2026-09-27,Basic,Annual,,,7.99,835,13,0,shreya,India,Tamil Nadu,Female,1993-07-17,,0,,,2172.0,low,0,0,,1
7220-FJAPL,2025-01-13,Organic,2027-01-13,Premium,Annual,,,22.99,1062,19,0,dinesh,India,Maharashtra,Male,1989-11-24,2026-02-27,0,70.0,1.0,603.0,low,1,0,70.0,1
7225-VLHZL,2021-05-02,Paid,2025-05-02,Standard,Monthly,2024-09-22,Moved to family plan,15.99,644,75,1,kiran,India,Telangana,Male,2004-02-12,2023-01-25,1,10.0,1.0,1239.0,high,1,1,10.0,10
7255-HJGRG,2025-06-06,Organic,2027-06-06,Premium,Monthly,,,25.99,784,38,0,trisha,India,Maharashtra,Female,1974-04-20,2026-04-30,0,60.0,1.0,459.0,low,1,0,60.0,4
7259-WELDH,2020-06-30,Paid,2027-06-30,Basic,Annual,,,6.99,876,31,0,girish,India,Telangana,Female,1973-01-23,,0,,,2261.0,low,0,0,,3
7266-CKGEW,2021-10-12,Refferal,2026-10-12,Standard,Monthly,,,15.99,1059,40,0,siddharth,India,Rajasthan,Male,1971-02-17,,0,,,1792.0,low,0,0,,4
7304-VOSAM,2022-12-24,Refferal,2026-12-24,Premium,Monthly,,,22.99,1403,56,0,vaishnavi,India,Tamil Nadu,Female,1972-10-13,2024-10-16,1,50.0,1.0,1354.0,med,1,1,50.0,7
7307-IBTXA,2023-06-29,Refferal,2027-06-29,Basic,Annual,,,6.99,467,40,0,pallavi,India,Delhi,Male,2001-04-18,,0,,,1167.0,low,0,0,,4
7323-HOCCY,2022-02-25,Organic,2027-02-25,Premium,Monthly,,,25.99,1767,39,0,vishal,India,Maharashtra,Male,1976-11-26,,0,,,1656.0,low,0,0,,4
7330-CKZKF,2023-12-03,Paid,2026-12-03,Standard,Monthly,,,15.99,727,51,0,suresh,India,Maharashtra,Male,1971-01-17,,0,,,1010.0,med,0,0,,6
7330-XMCJK,2023-11-09,Organic,2026-11-09,Premium,Annual,,,22.99,1324,47,0,rakesh,India,Tamil Nadu,Female,1998-03-22,2026-01-30,0,50.0,1.0,1034.0,low,1,0,50.0,5
7333-NGUGI,2025-03-27,Refferal,2027-03-27,Basic,Monthly,,,7.99,129,55,0,prakash,India,Haryana,Female,1985-04-28,2025-10-12,0,90.0,1.0,530.0,med,1,0,90.0,7
7333-VMXEL,2025-07-25,Organic,2026-07-25,Standard,Monthly,2026-02-19,Too expensive,15.99,130,54,1,imran,India,Delhi,Male,1964-01-04,2025-10-16,0,70.0,1.0,209.0,med,1,0,70.0,6
7338-PGFSQ,2020-05-06,Organic,2027-05-06,Basic,Monthly,2026-05-15,Poor service quality,7.99,529,67,1,tarun,India,Telangana,Male,1988-02-27,2021-05-15,1,40.0,1.0,2200.0,med,1,1,40.0,9
7340-VDIOU,2021-05-10,Organic,2027-05-10,Premium,Monthly,,,22.99,1673,39,0,nandini,India,West Bengal,Male,1971-02-21,,0,,,1947.0,low,0,0,,4
7348-PCUAQ,2023-07-14,Organic,2027-07-14,Basic,Annual,,,7.99,497,48,0,ananya,India,Maharashtra,Male,1982-11-27,2023-10-23,1,60.0,1.0,1152.0,low,1,1,60.0,5
7349-GMOTL,2020-10-07,Organic,2026-10-07,Basic,Annual,,,7.99,702,37,0,imran,India,Karnataka,Male,1976-12-24,,0,,,2162.0,low,0,0,,4
7357-TSUND,2022-05-12,Organic,2027-05-12,Premium,Annual,,,22.99,1843,45,0,deepak,India,Delhi,Male,1977-01-16,2025-05-30,1,20.0,3.0,1580.0,low,3,1,60.0,5
7358-JJASE,2022-06-04,Refferal,2027-06-04,Basic,Monthly,,,7.99,494,62,0,neha,India,Gujarat,Male,1976-10-02,,0,,,1557.0,med,0,0,,8
7359-LCRFW,2025-11-20,Paid,2026-11-20,Standard,Monthly,,,15.99,301,73,0,farah,India,Tamil Nadu,Male,1970-07-31,2025-12-20,0,70.0,1.0,292.0,high,1,0,70.0,10
7368-ILJER,2022-11-09,Organic,2023-11-09,Basic,Monthly,2023-03-31,No longer needed,6.99,60,75,1,harsh,India,West Bengal,Male,1964-12-17,2022-12-31,1,20.0,1.0,142.0,high,1,1,20.0,10
7374-JDSEO,2025-12-02,Refferal,2026-12-02,Standard,Annual,,,13.99,490,25,0,dinesh,India,Punjab,Female,1993-05-19,,0,,,280.0,low,0,0,,2
7378-VVFRA,2021-10-26,Paid,2026-10-26,Basic,Annual,,,6.99,656,48,0,vishal,India,Rajasthan,Male,1963-03-09,,0,,,1778.0,low,0,0,,5
7379-CCUVY,2026-03-17,Paid,2027-03-17,Standard,Monthly,,,13.99,197,54,0,nikhil,India,Nagaland,Female,1977-02-28,2026-08-03,0,80.0,1.0,175.0,med,1,0,80.0,6
7381-UOCKZ,2023-01-10,Organic,2027-01-10,Standard,Annual,,,13.99,884,45,0,tanvi,India,Rajasthan,Female,1979-06-04,,0,,,1337.0,low,0,0,,5
7381-XVTQH,2024-01-27,Paid,2027-01-27,Basic,Annual,,,7.99,498,56,0,siddharth,India,Punjab,Female,1992-05-05,2026-03-26,1,60.0,2.0,955.0,med,2,1,65.0,7
7397-HWJVK,2025-10-03,Organic,2026-10-03,Basic,Monthly,2026-06-20,Too expensive,6.99,60,56,1,asha,India,Kerala,Male,1987-06-29,,0,,,260.0,med,0,0,,7
7403-NBKMG,2023-04-28,Organic,2027-04-28,Basic,Annual,,,6.99,414,25,0,ananya,India,West Bengal,Male,1976-07-23,2025-07-02,0,60.0,1.0,1229.0,low,1,0,60.0,2
7437-CSPFB,2025-04-05,Paid,2027-04-05,Standard,Annual,,,15.99,641,22,0,pallavi,India,Kerala,Female,1990-06-14,,0,,,521.0,low,0,0,,2
7438-IGYMB,2024-12-12,Paid,2025-12-12,Basic,Monthly,2025-06-23,Poor service quality,7.99,60,80,1,ravindra,India,Madhya Pradesh,Male,1994-01-26,2025-03-24,0,50.0,1.0,193.0,high,1,0,50.0,10
7454-GIQBI,2020-05-09,Paid,2026-05-09,Basic,Monthly,2025-06-08,Moved to family plan,6.99,421,87,1,amit,India,Uttar Pradesh,Male,1968-10-01,2021-05-25,0,50.0,1.0,1856.0,high,1,0,50.0,10
7454-GMBZO,2024-03-13,Organic,2027-03-13,Basic,Annual,,,6.99,381,27,0,akash,India,Gujarat,Male,1988-07-14,,0,,,909.0,low,0,0,,2
7466-EJPSW,2023-10-24,Paid,2026-10-24,Standard,Annual,,,13.99,742,35,0,nikhil,India,Uttar Pradesh,Male,1977-05-27,,0,,,1050.0,low,0,0,,3
7487-KAZEP,2026-08-23,Paid,2027-08-23,Standard,Annual,,,13.99,406,52,0,sneha,India,Punjab,Male,2006-06-08,2026-09-02,1,70.0,1.0,16.0,med,1,1,70.0,6
7493-PNBBQ,2024-07-19,Organic,2027-07-19,Standard,Annual,,,13.99,838,38,0,kiran,India,Tamil Nadu,Female,2004-12-21,2026-03-28,0,100.0,1.0,781.0,low,1,0,100.0,4
7503-AVKKY,2024-03-10,Organic,2027-03-10,Premium,Annual,2026-04-10,Too expensive,22.99,443,42,1,nandini,India,Kerala,Male,1967-09-20,2024-06-11,0,60.0,1.0,761.0,low,1,0,60.0,4
7519-HZKWB,2021-07-27,Organic,2026-07-27,Standard,Monthly,2025-11-18,Poor service quality,15.99,673,78,1,sameer,India,Kerala,Male,2001-05-11,2022-06-18,1,20.0,1.0,1575.0,high,1,1,20.0,10
7529-HRRPB,2025-11-03,Organic,2026-11-03,Premium,Monthly,,,22.99,545,48,0,neha,India,Bihar,Female,1969-04-23,2026-02-03,0,60.0,1.0,309.0,low,1,0,60.0,5
7531-CBCLQ,2020-01-26,Organic,2026-01-26,Standard,Monthly,2025-10-08,Moved to family plan,15.99,1300,55,1,sneha,India,Delhi,Male,1964-04-08,2022-01-02,0,30.0,1.0,2082.0,med,1,0,30.0,7
7531-UIZAM,2025-10-10,Organic,2026-10-10,Basic,Annual,,,6.99,192,55,0,asha,India,West Bengal,Female,1984-01-06,2026-03-29,1,70.0,1.0,333.0,med,1,1,70.0,7
7533-PHKDJ,2022-01-15,Paid,2027-01-15,Premium,Annual,,,22.99,2063,24,0,ruchi,India,Rajasthan,Male,1965-05-01,,0,,,1697.0,low,0,0,,2
7544-TDHNI,2026-08-28,Paid,2027-08-28,Premium,Annual,,,22.99,725,35,0,prakash,India,Madhya Pradesh,Male,1987-06-05,2026-09-09,1,50.0,1.0,11.0,low,1,1,50.0,3
7574-KUBEM,2020-11-08,Refferal,2026-11-08,Standard,Monthly,,,13.99,1016,44,0,swati,India,Haryana,Female,1962-09-03,2026-02-01,0,80.0,2.0,2130.0,low,2,0,85.0,5
7581-TNGNV,2021-09-24,Paid,2025-09-24,Basic,Monthly,2025-04-10,Moved to family plan,6.99,353,87,1,bhavna,India,Telangana,Male,1996-08-19,2024-07-24,0,50.0,3.0,1294.0,high,3,0,46.7,10
7582-YIHOS,2020-09-22,Organic,2026-09-22,Basic,Annual,,,6.99,667,40,0,neha,India,Telangana,Male,1987-03-07,,0,,,2177.0,low,0,0,,4
7583-FJPXG,2020-01-22,Refferal,2027-01-22,Standard,Monthly,,,13.99,1314,57,0,nisha,India,Karnataka,Female,1989-07-14,2022-06-29,1,60.0,1.0,2421.0,med,1,1,60.0,7
7596-CIEEE,2020-10-01,Paid,2026-10-01,Standard,Monthly,,,15.99,1201,57,0,pooja,India,Odisha,Female,1970-04-16,,0,,,2168.0,med,0,0,,7
7601-CSAPM,2022-04-06,Paid,2027-04-06,Standard,Annual,,,13.99,1239,41,0,riya,India,Delhi,Female,2005-11-17,,0,,,1616.0,low,0,0,,4
7630-JIURV,2020-09-19,Organic,2026-09-19,Basic,Annual,,,7.99,858,13,0,ritu,India,West Bengal,Male,1968-11-16,,0,,,2180.0,low,0,0,,1
7634-OQVZC,2026-01-01,Paid,2027-01-01,Standard,Annual,,,13.99,578,29,0,rohit,India,Kerala,Male,2006-10-16,,0,,,250.0,low,0,0,,2
7639-LIWGM,2022-02-04,Paid,2023-02-04,Basic,Monthly,2022-10-23,Billing issue,6.99,70,98,1,juhi,India,Uttar Pradesh,Female,1992-10-22,2022-07-13,1,50.0,1.0,261.0,high,1,1,50.0,10
7654-KBVAR,2019-08-23,Paid,2020-08-23,Basic,Monthly,2020-01-31,Billing issue,6.99,60,69,1,anjali,India,Karnataka,Male,1979-05-26,2019-09-08,0,60.0,1.0,161.0,med,1,0,60.0,9
7657-GWJBD,2024-01-02,Refferal,2027-01-02,Basic,Monthly,,,6.99,415,64,0,dinesh,India,Karnataka,Male,2001-05-14,2026-07-28,0,70.0,2.0,980.0,med,2,1,65.0,8
7658-DHHHR,2019-09-29,Refferal,2026-09-29,Premium,Monthly,,,22.99,2520,37,0,shreya,India,Punjab,Female,1984-06-12,,0,,,2536.0,low,0,0,,4
7665-PGLCY,2023-01-30,Refferal,2027-01-30,Standard,Monthly,,,13.99,808,54,0,mira,India,Uttar Pradesh,Male,1960-09-18,,0,,,1317.0,med,0,0,,6
7675-CDKIT,2023-05-10,Paid,2027-05-10,Premium,Monthly,,,22.99,1032,33,0,isha,India,Maharashtra,Male,1968-06-05,2024-12-12,0,70.0,1.0,1217.0,low,1,0,70.0,3
7704-QHJLR,2024-07-20,Refferal,2027-07-20,Standard,Annual,,,13.99,590,22,0,trisha,India,West Bengal,Male,2006-11-20,,0,,,780.0,low,0,0,,2
7704-ZRWDX,2025-12-02,Refferal,2026-12-02,Premium,Monthly,,,22.99,384,38,0,abhishek,India,Delhi,Male,1979-07-14,,0,,,280.0,low,0,0,,4
7707-MZAYF,2020-06-13,Organic,2027-06-13,Standard,Monthly,,,15.99,1219,32,0,juhi,India,Punjab,Female,1979-11-07,,0,,,2278.0,low,0,0,,3
7708-XXCXC,2021-07-23,Paid,2027-07-23,Premium,Monthly,,,22.99,1943,50,0,chitra,India,Delhi,Female,2004-12-04,,0,,,1873.0,med,0,0,,6
7714-QHXLD,2023-11-03,Organic,2026-11-03,Premium,Annual,,,25.99,1655,33,0,shreya,India,Karnataka,Male,1976-11-02,2025-04-15,1,70.0,1.0,1040.0,low,1,1,70.0,3
7715-JTFTB,2019-11-05,Organic,2026-11-05,Standard,Monthly,,,13.99,1207,50,0,kiran,India,Maharashtra,Male,1982-11-23,2024-05-11,0,90.0,1.0,2499.0,med,1,0,90.0,6
7725-YMVSH,2025-05-19,Organic,2026-05-19,Basic,Monthly,2025-11-10,Moved to family plan,6.99,60,60,1,pooja,India,Uttar Pradesh,Male,1975-07-12,2025-08-04,0,30.0,1.0,175.0,med,1,0,30.0,8
7726-XCZPZ,2021-02-22,Paid,2024-02-22,Standard,Monthly,2023-11-26,Technical problems,15.99,513,55,1,swati,India,Uttar Pradesh,Male,1993-06-16,2023-05-23,0,40.0,2.0,1007.0,med,2,0,30.0,7
7728-IHLZO,2023-06-21,Organic,2027-06-21,Basic,Monthly,,,6.99,380,60,0,varun,India,Rajasthan,Male,1995-05-26,2025-12-06,1,20.0,1.0,1175.0,med,1,1,20.0,8
7752-KNDDO,2022-03-31,Organic,2027-03-31,Basic,Annual,,,6.99,496,24,0,aniket,India,Uttar Pradesh,Female,1972-07-25,,0,,,1622.0,low,0,0,,2
7755-UPUPJ,2026-06-04,Organic,2027-06-04,Standard,Monthly,2026-07-18,Switched to competitor,13.99,60,64,1,dinesh,India,Tamil Nadu,Male,1973-10-29,2026-07-15,0,40.0,1.0,44.0,med,1,0,40.0,8
7776-CCHVN,2022-05-04,Paid,2026-05-04,Premium,Monthly,2025-07-19,Too expensive,22.99,917,52,1,kavya,India,Delhi,Male,2000-12-25,,0,,,1172.0,med,0,0,,6
7779-RYYSJ,2021-11-08,Refferal,2026-11-08,Basic,Annual,,,7.99,603,29,0,varun,India,Delhi,Female,1997-04-16,2022-06-18,0,60.0,1.0,1765.0,low,1,0,60.0,2
7781-EVXCM,2019-09-23,Refferal,2026-09-23,Basic,Monthly,,,7.99,899,49,0,aisha,India,Madhya Pradesh,Male,1979-01-09,2024-03-20,0,80.0,2.0,2542.0,low,2,0,70.0,6
7794-NYLDA,2024-03-23,Paid,2027-03-23,Premium,Annual,,,22.99,1231,43,0,amit,India,Karnataka,Female,1968-09-21,2025-03-04,1,50.0,2.0,899.0,low,2,1,70.0,5
7801-QWDVH,2026-03-02,Organic,2027-03-02,Basic,Monthly,2026-07-11,No longer needed,6.99,60,87,1,sameer,India,Odisha,Male,1998-10-20,2026-06-22,1,40.0,2.0,131.0,high,2,1,35.0,10
7813-GKDTG,2026-04-01,Refferal,2027-04-01,Basic,Annual,,,7.99,275,39,0,juhi,India,Delhi,Male,1997-09-10,2026-06-11,0,80.0,1.0,160.0,low,1,0,80.0,4
7815-QKVOL,2025-08-16,Organic,2027-08-16,Standard,Monthly,,,13.99,334,68,0,kartik,India,Maharashtra,Female,1969-10-15,2026-06-28,1,60.0,2.0,388.0,med,2,1,65.0,9
7818-ELPJA,2024-07-22,Refferal,2027-07-22,Premium,Monthly,,,25.99,997,21,0,ruchi,India,Delhi,Male,1974-10-13,2024-12-08,0,100.0,1.0,778.0,low,1,0,100.0,1
7836-TJGTR,2020-10-09,Paid,2026-10-09,Standard,Monthly,2026-06-21,Poor service quality,15.99,938,79,1,gaurav,India,Maharashtra,Male,1964-07-05,2025-09-10,0,60.0,4.0,2081.0,high,4,1,35.0,10
7840-KRQGG,2025-04-19,Paid,2027-04-19,Standard,Annual,,,15.99,749,33,0,sonal,India,Kerala,Male,1970-03-22,2025-08-28,0,70.0,1.0,507.0,low,1,0,70.0,3
7852-GPQMY,2025-08-27,Organic,2027-08-27,Basic,Monthly,,,7.99,236,55,0,neha,India,Uttar Pradesh,Female,1962-04-18,2026-01-20,0,50.0,1.0,377.0,med,1,0,50.0,7
7855-PKQZK,2026-06-18,Organic,2027-06-18,Basic,Annual,,,6.99,170,30,0,geetha,India,Delhi,Female,1998-01-17,,0,,,82.0,low,0,0,,3
7871-CCQFJ,2023-12-17,Paid,2025-12-17,Premium,Annual,2025-01-29,Technical problems,25.99,364,33,1,pragya,India,Gujarat,Male,1994-08-25,,0,,,409.0,low,0,0,,3
7875-MUDKH,2022-05-23,Paid,2027-05-23,Premium,Monthly,,,25.99,1472,66,0,aditya,India,Gujarat,Female,1996-07-06,2023-07-22,1,20.0,1.0,1569.0,med,1,1,20.0,9
7904-QDBPM,2024-09-07,Refferal,2026-09-07,Basic,Monthly,2026-03-26,Switched to competitor,7.99,196,63,1,sanjay,India,Madhya Pradesh,Female,2005-08-16,,0,,,565.0,med,0,0,,8
7912-ENHFZ,2023-02-28,Paid,2027-02-28,Basic,Monthly,,,7.99,489,51,0,dinesh,India,Bihar,Male,1970-12-18,,0,,,1288.0,med,0,0,,6
7918-WWEYP,2024-12-15,Paid,2026-12-15,Basic,Annual,2026-03-22,No longer needed,7.99,125,59,1,sameer,India,West Bengal,Male,1976-08-13,2026-02-05,0,40.0,2.0,462.0,med,2,1,30.0,7
7925-WNBME,2020-12-28,Organic,2026-12-28,Basic,Annual,,,6.99,562,32,0,shreya,India,Kerala,Male,2003-09-29,2022-04-20,0,70.0,2.0,2080.0,low,2,1,60.0,3
7936-ICZEA,2026-07-04,Paid,2027-07-04,Basic,Monthly,,,7.99,93,64,0,kartik,India,Kerala,Male,1998-07-12,,0,,,66.0,med,0,0,,8
7951-JNIIE,2025-04-05,Organic,2027-04-05,Basic,Monthly,,,7.99,245,49,0,sneha,India,Uttar Pradesh,Male,1998-11-06,,0,,,521.0,low,0,0,,6
7963-FNUWQ,2022-08-28,Paid,2027-08-28,Premium,Annual,,,22.99,1430,36,0,nandini,India,West Bengal,Male,1988-04-06,,0,,,1472.0,low,0,0,,3
7964-QAZAZ,2020-09-09,Paid,2026-09-09,Basic,Monthly,,,7.99,557,71,0,mayank,India,Maharashtra,Male,1986-03-01,2022-04-17,0,60.0,1.0,2190.0,high,1,0,60.0,9
7972-EXEAB,2023-10-31,Refferal,2026-10-31,Standard,Monthly,2026-08-08,Billing issue,15.99,532,64,1,deepak,India,Rajasthan,Male,1994-01-17,2024-01-25,0,30.0,2.0,1012.0,med,2,0,45.0,8
7978-DLDUQ,2026-03-11,Paid,2027-03-11,Standard,Monthly,2026-07-21,Poor service quality,13.99,62,74,1,pooja,India,Bihar,Female,1963-12-03,2026-07-01,0,40.0,4.0,132.0,high,4,0,42.5,10
7981-GUTHR,2022-10-05,Organic,2026-10-05,Premium,Monthly,,,25.99,1579,38,0,siddharth,India,Maharashtra,Male,1997-11-20,2025-06-28,0,100.0,1.0,1434.0,low,1,0,100.0,4
7984-QYNAP,2024-10-05,Refferal,2026-10-05,Premium,Annual,,,25.99,1209,5,0,sneha,India,Kerala,Female,1981-01-14,,0,,,703.0,low,0,0,,1
7984-WAPPJ,2024-07-09,Paid,2027-07-09,Basic,Annual,,,6.99,404,42,0,yash,India,Madhya Pradesh,Female,1986-02-27,,0,,,791.0,low,0,0,,4
7989-GUFKA,2020-02-15,Paid,2022-02-15,Basic,Monthly,2022-01-10,Technical problems,6.99,143,78,1,bhavna,India,Karnataka,Female,1989-06-01,,0,,,695.0,high,0,0,,10
7993-EBNGS,2019-12-27,Paid,2026-12-27,Standard,Monthly,,,13.99,1375,58,0,mayank,India,Uttar Pradesh,Female,1968-09-06,,0,,,2447.0,med,0,0,,7
7994-VRIYR,2024-11-05,Refferal,2026-11-05,Basic,Annual,,,6.99,345,25,0,abhishek,India,Madhya Pradesh,Female,1961-06-27,,0,,,672.0,low,0,0,,2
8004-LACLO,2022-06-24,Organic,2023-06-24,Basic,Monthly,2022-08-15,Billing issue,7.99,60,54,1,sanjay,India,Bihar,Male,2007-06-21,,0,,,52.0,med,0,0,,6
8009-WYDDY,2022-11-02,Paid,2026-11-02,Basic,Monthly,,,7.99,522,64,0,sneha,India,Maharashtra,Female,1985-02-26,,0,,,1406.0,med,0,0,,8
8010-VSQTU,2019-11-05,Refferal,2026-11-05,Premium,Monthly,2026-06-03,Moved to family plan,25.99,1939,58,1,riya,India,Tamil Nadu,Male,2002-06-23,2022-02-24,0,50.0,1.0,2402.0,med,1,0,50.0,7
8010-XAYSC,2019-12-14,Organic,2026-12-14,Basic,Annual,,,6.99,687,43,0,pragya,India,West Bengal,Female,1987-12-23,2026-08-16,0,60.0,1.0,2460.0,low,1,0,60.0,5
8013-UOCYP,2024-03-12,Refferal,2027-03-12,Standard,Annual,,,15.99,713,22,0,arjun,India,Karnataka,Male,1978-04-22,,0,,,910.0,low,0,0,,2
8015-ZQDNL,2026-07-04,Organic,2027-07-04,Standard,Annual,,,13.99,299,31,0,geetha,India,Delhi,Male,1988-03-24,2026-08-23,0,70.0,1.0,66.0,low,1,0,70.0,3
8023-EHFKH,2026-09-03,Organic,2027-09-03,Standard,Monthly,,,13.99,153,55,0,anjali,India,Maharashtra,Male,1993-09-15,,0,,,5.0,med,0,0,,7
8027-PNWJC,2026-08-27,Organic,2027-08-27,Basic,Annual,,,7.99,208,38,0,zoya,India,Karnataka,Female,1993-11-20,,0,,,12.0,low,0,0,,4
8037-GURBJ,2021-02-15,Refferal,2025-02-15,Premium,Monthly,2025-02-03,No longer needed,25.99,1076,63,1,amit,India,Telangana,Male,1993-11-11,2024-02-08,1,40.0,4.0,1449.0,med,4,1,47.5,8
8048-AUUUR,2021-06-03,Paid,2027-06-03,Standard,Annual,,,13.99,1117,26,0,divya,India,Gujarat,Male,1992-03-01,2022-03-16,0,80.0,1.0,1923.0,low,1,0,80.0,2
8052-KUPMD,2020-10-18,Organic,2025-10-18,Standard,Monthly,2025-07-22,Switched to competitor,13.99,945,56,1,raghav,India,Gujarat,Male,1990-07-23,,0,,,1738.0,med,0,0,,7
8061-WFPOD,2025-09-11,Organic,2026-09-11,Basic,Monthly,2026-06-16,Too expensive,7.99,81,80,1,ritu,India,Rajasthan,Male,1974-06-23,2026-01-18,0,50.0,2.0,278.0,high,2,1,40.0,10
8076-ILIND,2026-04-09,Organic,2027-04-09,Premium,Monthly,2026-07-23,Poor service quality,25.99,76,54,1,yash,India,Tamil Nadu,Female,2003-01-17,,0,,,105.0,med,0,0,,6
8079-FTSXE,2025-06-22,Organic,2027-06-22,Premium,Monthly,,,25.99,629,60,0,aisha,India,Delhi,Female,2006-12-11,,0,,,443.0,med,0,0,,8
8090-GKXYY,2022-03-28,Paid,2027-03-28,Standard,Monthly,,,13.99,945,77,0,dinesh,India,Maharashtra,Male,1983-10-19,2024-05-12,1,20.0,1.0,1625.0,high,1,1,20.0,10
8091-LQOYR,2026-08-16,Organic,2027-08-16,Basic,Annual,,,6.99,173,54,0,divya,India,Karnataka,Male,1975-03-04,2026-09-07,1,40.0,1.0,23.0,med,1,1,40.0,6
8163-ZHEHU,2021-12-25,Organic,2026-12-25,Basic,Annual,,,6.99,520,59,0,abhishek,India,Delhi,Male,1995-06-19,,0,,,1718.0,med,0,0,,7
8164-VTQKO,2020-05-11,Organic,2027-05-11,Basic,Annual,,,6.99,684,30,0,pooja,India,Karnataka,Male,1998-12-24,,0,,,2311.0,low,0,0,,3
8214-TZTQJ,2025-08-26,Paid,2027-08-26,Basic,Monthly,,,6.99,185,62,0,ananya,India,Maharashtra,Female,1978-04-21,2026-02-27,0,100.0,1.0,378.0,med,1,0,100.0,8
8221-PQYLI,2021-06-05,Paid,2025-06-05,Basic,Monthly,2025-05-11,Billing issue,7.99,430,65,1,keshav,India,Karnataka,Female,1989-11-12,2022-08-18,0,50.0,1.0,1436.0,med,1,0,50.0,8
8222-GGWWA,2022-10-03,Paid,2026-10-03,Basic,Monthly,2026-05-14,Technical problems,6.99,276,95,1,priya,India,Gujarat,Male,1972-03-22,2026-04-15,1,10.0,1.0,1319.0,high,1,1,10.0,10
8244-AJHHF,2019-12-20,Paid,2026-12-20,Premium,Monthly,,,22.99,2223,41,0,sameer,India,Gujarat,Female,2000-03-16,2026-04-15,0,90.0,1.0,2454.0,low,1,0,90.0,4
8258-DLDOY,2024-12-15,Refferal,2026-12-15,Premium,Monthly,,,22.99,730,38,0,divya,India,Madhya Pradesh,Male,2002-03-08,2025-07-15,0,60.0,1.0,632.0,low,1,0,60.0,4
8258-IDXDP,2025-01-27,Paid,2027-01-27,Premium,Annual,,,25.99,1036,54,0,sanjay,India,Kerala,Female,1981-07-16,2026-06-25,0,80.0,4.0,589.0,med,4,0,70.0,6
8272-FFYNL,2026-07-28,Refferal,2027-07-28,Standard,Annual,,,15.99,422,36,0,rohit,India,Telangana,Male,1989-09-26,2026-08-11,1,50.0,1.0,42.0,low,1,1,50.0,3
8274-KBJJN,2021-09-01,Paid,2027-09-01,Standard,Monthly,,,15.99,966,54,0,prateek,India,Karnataka,Female,1972-02-15,,0,,,1833.0,med,0,0,,6
8278-EHFDC,2020-07-08,Organic,2027-07-08,Basic,Annual,,,6.99,797,38,0,bhavna,India,Telangana,Male,1983-06-13,,0,,,2253.0,low,0,0,,4
8281-IZNTW,2026-07-22,Refferal,2027-07-22,Standard,Annual,,,13.99,458,20,0,girish,India,Maharashtra,Female,1990-05-16,2026-08-12,0,80.0,1.0,48.0,low,1,0,80.0,1
8292-SDBKM,2023-03-10,Paid,2027-03-10,Basic,Monthly,2026-05-06,Too expensive,7.99,288,65,1,ananya,India,Tamil Nadu,Male,2000-11-13,2025-12-19,0,30.0,3.0,1153.0,med,3,0,36.7,8
8299-MVYMB,2021-07-14,Paid,2027-07-14,Standard,Annual,,,13.99,1133,21,0,pooja,India,Tamil Nadu,Male,2000-05-19,2021-07-25,0,80.0,1.0,1882.0,low,1,0,80.0,1
8323-JOOQB,2021-02-14,Organic,2027-02-14,Premium,Monthly,,,25.99,2277,51,0,anjali,India,Tamil Nadu,Male,1971-06-05,2025-02-21,0,50.0,1.0,2032.0,med,1,0,50.0,6
8323-XNUJL,2020-01-25,Paid,2027-01-25,Premium,Monthly,,,22.99,2383,67,0,kiran,India,Delhi,Male,1997-09-17,2021-02-15,1,60.0,1.0,2418.0,med,1,1,60.0,9
8324-TUGVV,2021-07-17,Refferal,2027-07-17,Basic,Annual,,,6.99,531,19,0,sneha,India,West Bengal,Male,1983-03-29,,0,,,1879.0,low,0,0,,1
8342-YDEJO,2020-02-19,Organic,2027-02-19,Standard,Annual,,,13.99,1438,10,0,pooja,India,Punjab,Female,1968-11-14,,0,,,2393.0,low,0,0,,1
8348-DVKQO,2019-08-13,Organic,2027-08-13,Basic,Monthly,,,7.99,760,51,0,siddharth,India,Rajasthan,Female,1964-04-14,,0,,,2583.0,med,0,0,,6
8350-PCAIE,2020-02-01,Organic,2023-02-01,Basic,Monthly,2022-08-14,No longer needed,7.99,220,69,1,raghav,India,Gujarat,Male,1995-01-17,2021-11-08,0,40.0,1.0,925.0,med,1,0,40.0,9
